site_id,lat,lon,state,region,n_cells,operators,radio_mix,in_electrified,dist_to_grid_km,grid_line_source,dist_to_road_km,slope_deg,terrain_distance_km,pvout_kwh_kwp_day,displaced_fraction,displaced_litres,avoided_tco2e,delivered_cost_per_litre_usd,annual_savings_usd,capex_usd,payback_years,population_served,facilities_served,ookla_avg_d_kbps,ookla_tests,ookla_devices,predicted_d_kbps,residual_kbps,confidence_tier,rank_carbon_per_1k,rank_payback,rank_people_per_tonne,rank_combined,top_factors
MY-00610,4.97051,113.03437,Sarawak,Sarawak,3,2,"GSM,LTE",False,3.59,predicted,22.81,12.2,29.0,4.145,0.662,8609.0,22.64,3.243,27922.0,62299.0,2.23,2458,0,,0,0,,,unknown,0.3634,2.23,108.6,61.3,pvout:+0.38|dist_road:+0.07|population:+0.19|slope:-0.22
MY-00611,2.30031,113.98524,Sarawak,Sarawak,8,3,LTE,True,3.59,predicted,9.16,5.3,10.24,3.843,0.647,8413.0,22.13,1.76,14806.0,49168.0,3.32,1089,0,,0,0,,,unknown,0.45,3.32,49.2,51.8,pvout:+0.17|dist_road:+0.28|population:+0.16|slope:-0.25
MY-00612,6.98342,118.58828,Sabah,Sabah,6,3,LTE,False,10.04,predicted,13.66,12.2,17.35,3.795,0.645,8382.0,22.04,2.322,19465.0,54147.0,2.78,582,0,6824.0,35,9,9574.0,-2750.0,thin,0.4071,2.78,26.4,44.2,pvout:+0.12|dist_road:+0.28|population:-0.14|slope:-0.14
MY-00613,7.26263,118.00376,Sabah,Sabah,6,2,GSM,False,21.13,osm,0.3,6.0,0.34,4.24,0.667,8671.0,22.8,0.977,8471.0,42238.0,4.99,1035,0,11427.0,27,10,11080.0,348.0,strong,0.5399,4.99,45.4,51.6,pvout:+0.11|dist_road:+0.08|population:+0.22|slope:-0.23
MY-00614,1.88233,103.71574,Perak,Peninsular,1,1,"GSM,LTE",False,14.72,osm,7.11,4.4,7.81,4.399,0.675,8775.0,23.08,1.567,13753.0,47465.0,3.45,2594,1,14130.0,23,7,11201.0,2929.0,strong,0.4862,3.45,112.4,67.6,pvout:+0.24|dist_road:+0.26|population:-0.17|slope:-0.03
MY-00615,1.56771,111.68339,Sarawak,Sarawak,8,1,LTE,False,13.49,predicted,31.47,3.2,33.72,3.675,0.639,8304.0,21.84,3.617,30036.0,65606.0,2.18,859,0,,0,0,,,unknown,0.3329,2.18,39.3,48.9,pvout:+0.17|dist_road:+0.30|population:+0.20|slope:+0.03
MY-00616,3.02859,109.66342,Sarawak,Sarawak,4,1,LTE,False,24.73,predicted,20.49,6.9,23.61,3.821,0.646,8399.0,22.09,2.818,23664.0,58530.0,2.47,489,0,,0,0,,,unknown,0.3774,2.47,22.1,42.7,pvout:+0.19|dist_road:+0.30|population:+0.11|slope:-0.12
MY-00618,5.23655,100.78085,Kedah,Peninsular,7,1,GSM,False,9.67,osm,2.46,2.0,2.57,4.046,0.657,8545.0,22.47,1.153,9856.0,43801.0,4.44,1429,0,4597.0,33,12,11443.0,-6846.0,strong,0.5131,4.44,63.6,56.4,pvout:+0.08|dist_road:+0.07|population:-0.07|slope:-0.15
MY-00620,4.77634,117.83699,Sabah,Sabah,4,2,"GSM,LTE",False,7.4,predicted,5.51,4.9,6.11,4.465,0.678,8817.0,23.19,1.434,12640.0,46280.0,3.66,1396,0,14685.0,32,9,11006.0,3679.0,thin,0.5011,3.66,60.2,62.5,pvout:+0.37|dist_road:+0.35|population:-0.13|slope:+0.08
MY-00621,3.08632,113.0521,Sarawak,Sarawak,6,3,GSM,False,6.26,predicted,11.95,11.2,14.93,4.027,0.656,8532.0,22.44,2.131,18179.0,52449.0,2.89,175,0,13677.0,29,12,9299.0,4379.0,thin,0.4278,2.89,7.8,37.0,pvout:+0.30|dist_road:+0.20|population:+0.28|slope:-0.00
MY-00622,7.1682,117.86429,Sabah,Sabah,5,1,"LTE,NR",True,3.42,osm,20.95,3.9,22.78,4.059,0.658,8554.0,22.5,2.751,23534.0,57944.0,2.46,484,0,,0,0,,,unknown,0.3882,2.46,21.5,44.4,pvout:+0.26|dist_road:+0.11|population:-0.08|slope:+0.07
MY-00623,1.62944,115.34922,Sarawak,Sarawak,3,1,GSM,False,20.01,predicted,14.92,6.3,17.02,4.428,0.676,8793.0,23.13,2.296,20188.0,53913.0,2.67,1150,0,,0,0,,,unknown,0.4289,2.67,49.7,56.1,pvout:+0.13|dist_road:+0.06|population:-0.07|slope:-0.08
MY-00624,5.94212,116.30893,Sabah,Sabah,6,1,LTE,False,6.51,predicted,1.29,12.2,1.63,3.765,0.643,8362.0,21.99,1.079,9025.0,43144.0,4.78,1393,0,,0,0,,,unknown,0.5098,4.78,63.3,53.9,pvout:+0.18|dist_road:+0.33|population:+0.01|slope:+0.06
MY-00628,3.41375,111.09418,Sarawak,Sarawak,3,3,"GSM,LTE",False,23.34,predicted,32.58,7.6,38.05,3.453,0.628,8160.0,21.46,3.959,32303.0,68632.0,2.12,633,0,,0,0,,,unknown,0.3127,2.12,29.5,46.2,pvout:+0.26|dist_road:+0.21|population:-0.12|slope:-0.16
MY-00629,5.90527,115.38722,Sabah,Sabah,8,2,LTE,False,25.66,predicted,26.26,3.8,28.46,4.124,0.661,8596.0,22.61,3.201,27512.0,61920.0,2.25,2307,1,19511.0,33,12,10160.0,9351.0,thin,0.3651,2.25,102.0,60.8,pvout:+0.35|dist_road:+0.28|population:+0.02|slope:+0.07
MY-00631,4.98108,116.97529,Sabah,Sabah,1,1,GSM,False,8.52,osm,26.79,3.5,28.89,3.817,0.646,8396.0,22.08,3.235,27162.0,62226.0,2.29,77,0,,0,0,,,unknown,0.3549,2.29,3.5,33.4,pvout:+0.34|dist_road:+0.08|population:+0.10|slope:+0.03
MY-00632,5.30138,103.88998,Terengganu,Peninsular,3,2,LTE,True,4.24,predicted,7.81,3.9,8.48,3.87,0.648,8430.0,22.17,1.621,13665.0,47938.0,3.51,4493,1,,0,0,,,unknown,0.4625,3.51,202.6,63.5,pvout:+0.33|dist_road:+0.08|population:-0.09|slope:-0.11
MY-00633,3.81633,103.97152,Pahang,Peninsular,5,2,"GSM,LTE",False,9.92,osm,0.36,2.1,0.38,4.128,0.661,8598.0,22.61,0.98,8428.0,42267.0,5.02,1167,1,400.0,31,9,11471.0,-11071.0,strong,0.535,5.02,51.6,53.1,pvout:+0.14|dist_road:+0.08|population:+0.11|slope:-0.07
MY-00634,3.3131,101.20887,Pahang,Peninsular,5,2,GSM,False,5.01,osm,4.09,2.9,4.36,3.559,0.633,8229.0,21.64,1.295,10653.0,45051.0,4.23,344,0,15506.0,29,8,10731.0,4775.0,strong,0.4804,4.23,15.9,35.5,pvout:+0.10|dist_road:+0.23|population:-0.17|slope:-0.12
MY-00636,0.95791,110.69905,Sarawak,Sarawak,5,2,GSM,False,11.51,predicted,18.95,3.1,20.27,4.11,0.66,8586.0,22.58,2.553,21922.0,56189.0,2.56,2060,1,,0,0,,,unknown,0.4019,2.56,91.2,60.6,pvout:+0.33|dist_road:+0.32|population:-0.08|slope:+0.05
MY-00637,4.70344,110.31877,Sarawak,Sarawak,1,2,GSM,False,7.66,predicted,2.22,6.8,2.55,3.365,0.623,8102.0,21.31,1.152,9332.0,43786.0,4.69,170,0,3848.0,26,7,10223.0,-6376.0,thin,0.4867,4.69,8.0,29.6,pvout:+0.36|dist_road:+0.23|population:+0.29|slope:-0.16
MY-00638,4.82047,116.99678,Sabah,Sabah,2,3,"GSM,LTE",False,22.3,predicted,19.5,1.1,19.96,4.105,0.66,8584.0,22.57,2.529,21704.0,55972.0,2.58,6222,1,10688.0,24,10,11151.0,-463.0,thin,0.4033,2.58,275.6,66.2,pvout:+0.07|dist_road:+0.30|population:+0.05|slope:-0.13
MY-00639,4.28026,116.20596,Sabah,Sabah,7,2,"GSM,LTE",False,14.83,predicted,5.24,2.8,5.56,3.398,0.625,8124.0,21.36,1.39,11291.0,45893.0,4.06,260,0,11536.0,29,11,10575.0,960.0,thin,0.4655,4.06,12.2,32.2,pvout:+0.07|dist_road:+0.07|population:-0.15|slope:-0.19
MY-00640,1.98475,112.82048,Sarawak,Sarawak,6,2,"GSM,LTE",False,15.69,predicted,11.99,9.8,14.62,3.865,0.648,8427.0,22.16,2.106,17746.0,52231.0,2.94,656,0,,0,0,,,unknown,0.4243,2.94,29.6,46.4,pvout:+0.39|dist_road:+0.13|population:+0.21|slope:-0.24
MY-00641,5.68832,116.05865,Sabah,Sabah,6,1,LTE,False,7.67,predicted,24.24,1.5,25.03,3.551,0.633,8223.0,21.63,2.929,24087.0,59518.0,2.47,177,1,10924.0,34,12,9505.0,1420.0,thin,0.3634,2.47,8.2,33.8,pvout:+0.16|dist_road:+0.32|population:-0.11|slope:-0.15
MY-00643,5.30775,102.61024,Pahang,Peninsular,3,1,"LTE,NR",False,17.58,osm,3.5,2.0,3.66,3.553,0.633,8224.0,21.63,1.239,10193.0,44562.0,4.37,1748,0,,0,0,,,unknown,0.4854,4.37,80.8,52.6,pvout:+0.34|dist_road:+0.09|population:-0.17|slope:+0.09
MY-00644,1.0622,113.05938,Sarawak,Sarawak,3,2,GSM,False,20.28,predicted,22.0,3.7,23.82,3.405,0.625,8128.0,21.38,2.834,23033.0,58672.0,2.55,135,0,,0,0,,,unknown,0.3643,2.55,6.3,31.7,pvout:+0.19|dist_road:+0.25|population:-0.14|slope:-0.17
MY-00648,1.88502,113.96782,Sarawak,Sarawak,4,3,"GSM,LTE",False,22.98,osm,23.73,5.0,26.34,4.058,0.658,8553.0,22.49,3.033,25944.0,60441.0,2.33,1586,0,16422.0,21,5,10049.0,6373.0,strong,0.3722,2.33,70.5,57.4,pvout:+0.21|dist_road:+0.25|population:-0.05|slope:+0.06
MY-00649,1.84711,101.35428,Pahang,Peninsular,7,1,LTE,False,4.71,osm,7.2,0.4,7.26,3.303,0.62,8062.0,21.2,1.524,12287.0,47082.0,3.83,12261,2,14568.0,22,10,12147.0,2420.0,strong,0.4503,3.83,578.3,59.0,pvout:+0.32|dist_road:+0.22|population:+0.03|slope:-0.03
MY-00651,6.14252,116.15347,Sabah,Sabah,7,3,"GSM,LTE",False,11.24,osm,14.81,5.4,16.59,3.727,0.641,8338.0,21.93,2.262,18864.0,53616.0,2.84,181,1,18299.0,27,6,9674.0,8625.0,strong,0.409,2.84,8.3,35.3,pvout:+0.31|dist_road:+0.09|population:+0.23|slope:-0.08
MY-00652,2.02302,114.77674,Sarawak,Sarawak,5,2,GSM,False,7.25,predicted,11.86,1.4,12.22,4.141,0.662,8606.0,22.63,1.917,16494.0,50555.0,3.06,745,0,,0,0,,,unknown,0.4477,3.06,32.9,49.7,pvout:+0.38|dist_road:+0.34|population:-0.18|slope:-0.12
MY-00653,2.3118,101.12224,Perak,Peninsular,4,1,LTE,True,4.59,osm,1.36,1.5,1.41,4.289,0.669,8703.0,22.89,1.061,9236.0,42985.0,4.65,304,0,17422.0,32,15,10968.0,6454.0,strong,0.5325,4.65,13.3,40.9,pvout:+0.23|dist_road:+0.21|population:+0.21|slope:-0.20
MY-00654,5.77132,115.46326,Sabah,Sabah,8,3,"GSM,UMTS",False,11.26,osm,5.4,2.0,5.65,4.231,0.667,8665.0,22.79,1.396,12101.0,45952.0,3.8,1482,0,,0,0,,,unknown,0.4959,3.8,65.0,60.0,pvout:+0.27|dist_road:+0.33|population:+0.30|slope:-0.25
MY-00655,5.68016,100.51504,Pahang,Peninsular,5,2,"GSM,LTE",False,8.92,osm,4.15,1.4,4.28,3.854,0.648,8420.0,22.14,1.289,10850.0,44997.0,4.15,389,0,16609.0,27,8,10914.0,5695.0,strong,0.4921,4.15,17.6,40.7,pvout:+0.39|dist_road:+0.09|population:+0.07|slope:-0.16
MY-00658,1.03452,114.27348,Sarawak,Sarawak,6,1,"GSM,LTE",False,18.07,predicted,13.62,2.3,14.32,4.341,0.672,8737.0,22.98,2.082,18193.0,52022.0,2.86,939,0,,0,0,,,unknown,0.4417,2.86,40.9,52.9,pvout:+0.26|dist_road:+0.06|population:-0.08|slope:-0.14
MY-00659,6.55002,99.97814,Kedah,Peninsular,3,2,LTE,False,7.16,osm,8.01,2.8,8.51,4.27,0.669,8691.0,22.86,1.623,14108.0,47960.0,3.4,1539,0,16407.0,25,9,11094.0,5313.0,strong,0.4766,3.4,67.3,61.4,pvout:+0.37|dist_road:+0.23|population:+0.15|slope:-0.01
MY-00660,2.1135,104.25661,Kedah,Peninsular,4,1,GSM,True,4.6,osm,8.24,3.9,8.94,4.039,0.657,8540.0,22.46,1.657,14154.0,48261.0,3.41,9127,2,10572.0,31,14,11665.0,-1093.0,strong,0.4654,3.41,406.4,68.0,pvout:+0.19|dist_road:+0.05|population:-0.15|slope:-0.09
MY-00661,5.57897,116.74352,Sabah,Sabah,7,2,"GSM,LTE",False,11.46,predicted,11.92,12.0,15.08,3.543,0.632,8218.0,21.61,2.143,17611.0,52559.0,2.98,1240,0,6743.0,28,11,9975.0,-3232.0,thin,0.4112,2.98,57.4,51.0,pvout:+0.38|dist_road:+0.12|population:+0.15|slope:+0.04
MY-00662,4.79841,101.63382,Terengganu,Peninsular,4,3,LTE,False,15.0,osm,6.78,2.9,7.22,3.742,0.642,8348.0,21.95,1.521,12698.0,47055.0,3.71,3807,0,8232.0,28,6,11499.0,-3266.0,strong,0.4666,3.71,173.4,61.0,pvout:+0.37|dist_road:+0.14|population:+0.27|slope:-0.04
MY-00665,2.04535,111.03415,Sarawak,Sarawak,4,1,"GSM,LTE",False,16.98,osm,19.72,2.2,20.69,3.556,0.633,8226.0,21.63,2.586,21273.0,56480.0,2.66,269,0,,0,0,,,unknown,0.3831,2.66,12.4,36.1,pvout:+0.23|dist_road:+0.28|population:-0.08|slope:+0.03
MY-00667,6.79798,116.9684,Sabah,Sabah,3,3,"GSM,LTE",False,9.45,osm,15.45,4.5,16.99,3.771,0.644,8366.0,22.0,2.294,19187.0,53891.0,2.81,4546,1,,0,0,,,unknown,0.4083,2.81,206.6,62.4,pvout:+0.28|dist_road:+0.29|population:+0.23|slope:-0.03
MY-00670,5.93887,103.59754,Kelantan,Peninsular,8,3,"LTE,NR",False,8.94,osm,6.34,1.9,6.61,4.038,0.657,8540.0,22.46,1.473,12579.0,46628.0,3.71,91,2,,0,0,,,unknown,0.4817,3.71,4.1,36.6,pvout:+0.06|dist_road:+0.14|population:+0.24|slope:-0.03
MY-00671,1.69106,112.82409,Sarawak,Sarawak,7,1,LTE,False,14.88,osm,18.91,18.9,26.86,3.785,0.644,8376.0,22.03,3.074,25747.0,60800.0,2.36,495,0,9618.0,26,12,8617.0,1001.0,strong,0.3623,2.36,22.5,43.0,pvout:+0.36|dist_road:+0.17|population:+0.05|slope:+0.05
MY-00672,4.6745,118.54168,Sabah,Sabah,3,1,"GSM,LTE",False,5.76,predicted,4.67,13.0,6.02,3.556,0.633,8227.0,21.64,1.426,11734.0,46216.0,3.94,1811,1,,0,0,,,unknown,0.4681,3.94,83.7,53.6,pvout:+0.32|dist_road:+0.16|population:-0.19|slope:+0.06
MY-00673,2.45235,111.32499,Sarawak,Sarawak,2,3,"LTE,NR",False,11.96,predicted,18.6,7.7,21.78,4.514,0.681,8849.0,23.27,2.672,23647.0,57243.0,2.42,1517,0,5879.0,31,14,10068.0,-4190.0,thin,0.4066,2.42,65.2,60.2,pvout:+0.33|dist_road:+0.18|population:+0.07|slope:-0.18
MY-00674,2.47919,111.51276,Sarawak,Sarawak,6,1,"GSM,LTE",False,21.43,predicted,1.46,10.3,1.79,3.893,0.65,8445.0,22.21,1.091,9217.0,43251.0,4.69,177,0,,0,0,,,unknown,0.5135,4.69,8.0,36.2,pvout:+0.19|dist_road:+0.10|population:-0.09|slope:+0.05
MY-00676,6.43652,116.51543,Sabah,Sabah,4,1,GSM,False,12.02,osm,23.68,6.1,26.9,4.168,0.663,8624.0,22.68,3.077,26541.0,60830.0,2.29,47,1,,0,0,,,unknown,0.3729,2.29,2.1,35.1,pvout:+0.18|dist_road:+0.29|population:+0.04|slope:-0.23
MY-00677,2.28993,115.00528,Sarawak,Sarawak,1,2,GSM,False,9.65,predicted,17.21,9.4,20.8,3.744,0.642,8348.0,21.96,2.595,21666.0,56562.0,2.61,909,1,7871.0,36,10,9797.0,-1927.0,thin,0.3882,2.61,41.4,49.1,pvout:+0.18|dist_road:+0.10|population:+0.15|slope:+0.07
MY-00679,4.81158,100.37227,Pahang,Peninsular,2,1,"GSM,UMTS",False,8.41,osm,6.34,0.7,6.44,4.334,0.672,8732.0,22.97,1.459,12742.0,46507.0,3.65,6188,5,22159.0,32,6,11905.0,10254.0,strong,0.4938,3.65,269.5,70.9,pvout:+0.32|dist_road:+0.28|population:+0.23|slope:+0.02
MY-00680,2.90323,102.953,Johor,Peninsular,4,3,"GSM,UMTS",False,12.88,osm,4.82,3.6,5.2,4.339,0.672,8735.0,22.97,1.361,11891.0,45640.0,3.84,6520,2,6789.0,24,11,11752.0,-4963.0,strong,0.5034,3.84,283.8,70.8,pvout:+0.25|dist_road:+0.26|population:+0.01|slope:-0.23
MY-00682,4.34539,100.82923,Kelantan,Peninsular,1,1,"GSM,LTE",False,10.18,osm,6.97,4.1,7.61,4.065,0.658,8557.0,22.51,1.552,13277.0,47324.0,3.56,3365,0,10361.0,30,12,11333.0,-972.0,strong,0.4756,3.56,149.5,65.5,pvout:+0.30|dist_road:+0.27|population:-0.09|slope:+0.08
MY-00683,2.24449,113.555,Sarawak,Sarawak,7,1,"GSM,UMTS",False,6.65,predicted,7.45,11.8,9.41,3.864,0.648,8426.0,22.16,1.694,14277.0,48588.0,3.4,484,0,,0,0,,,unknown,0.4561,3.4,21.8,44.1,pvout:+0.07|dist_road:+0.27|population:+0.28|slope:-0.14
MY-00684,1.2679,115.25262,Sarawak,Sarawak,5,3,"GSM,UMTS",False,6.62,predicted,14.36,2.4,15.14,3.59,0.635,8249.0,21.69,2.148,17715.0,52600.0,2.97,766,0,,0,0,,,unknown,0.4124,2.97,35.3,46.1,pvout:+0.37|dist_road:+0.30|population:+0.17|slope:+0.08
MY-00685,4.26473,101.0258,Pahang,Peninsular,5,2,"GSM,UMTS",False,11.49,osm,4.06,1.3,4.18,3.979,0.654,8501.0,22.36,1.281,10887.0,44927.0,4.13,634,0,11919.0,30,6,11111.0,808.0,strong,0.4976,4.13,28.4,46.9,pvout:+0.28|dist_road:+0.20|population:+0.14|slope:-0.11
MY-00686,5.70844,104.32969,Johor,Peninsular,2,1,GSM,False,9.96,osm,0.3,5.8,0.34,3.495,0.63,8187.0,21.53,0.977,7997.0,42237.0,5.28,3723,0,12807.0,24,7,11587.0,1220.0,strong,0.5098,5.28,172.9,60.1,pvout:+0.16|dist_road:+0.07|population:-0.01|slope:+0.03
MY-00687,6.58395,118.30795,Sabah,Sabah,1,2,GSM,False,12.46,predicted,5.72,5.8,6.46,3.76,0.643,8359.0,21.98,1.461,12209.0,46519.0,3.81,116,0,9326.0,36,16,9971.0,-644.0,thin,0.4726,3.81,5.3,33.8,pvout:+0.38|dist_road:+0.34|population:-0.10|slope:-0.05
MY-00688,1.00334,112.01809,Sarawak,Sarawak,1,2,"GSM,LTE",False,16.33,osm,28.11,10.5,34.7,3.66,0.638,8294.0,21.81,3.694,30641.0,66289.0,2.16,96,0,4592.0,26,7,8244.0,-3651.0,strong,0.3291,2.16,4.4,34.1,pvout:+0.25|dist_road:+0.10|population:+0.09|slope:-0.12
MY-00689,1.72867,112.71714,Sarawak,Sarawak,6,2,LTE,False,8.98,predicted,17.46,4.6,19.25,3.75,0.643,8353.0,21.97,2.472,20649.0,55473.0,2.69,532,0,,0,0,,,unknown,0.396,2.69,24.2,43.1,pvout:+0.38|dist_road:+0.13|population:+0.22|slope:+0.06
MY-00690,5.09477,100.97007,Pahang,Peninsular,6,1,"GSM,UMTS",False,2.94,osm,1.03,2.4,1.09,3.879,0.649,8436.0,22.19,1.036,8738.0,42760.0,4.89,1617,1,,0,0,,,unknown,0.5189,4.89,72.9,56.4,pvout:+0.31|dist_road:+0.11|population:-0.07|slope:+0.09
MY-00691,5.95455,119.05213,Sabah,Sabah,7,3,"GSM,UMTS",False,6.37,osm,0.3,5.7,0.34,3.595,0.635,8252.0,21.7,0.977,8060.0,42237.0,5.24,790,0,,0,0,,,unknown,0.5138,5.24,36.4,47.0,pvout:+0.08|dist_road:+0.09|population:+0.29|slope:+0.02
MY-00692,1.5382,101.76379,Terengganu,Peninsular,7,3,"GSM,LTE",False,9.33,osm,4.66,8.2,5.51,4.372,0.674,8757.0,23.03,1.386,12137.0,45859.0,3.78,1043,0,18343.0,29,6,10647.0,7696.0,strong,0.5022,3.78,45.3,57.4,pvout:+0.31|dist_road:+0.10|population:+0.04|slope:+0.04
MY-00694,6.93395,117.90956,Sabah,Sabah,1,3,"GSM,UMTS",False,21.4,predicted,12.32,3.1,13.17,4.438,0.677,8800.0,23.14,1.991,17523.0,51216.0,2.92,706,0,16216.0,34,9,10537.0,5678.0,thin,0.4519,2.92,30.5,51.2,pvout:+0.17|dist_road:+0.11|population:-0.19|slope:-0.03
MY-00695,4.00226,112.42527,Sarawak,Sarawak,2,1,GSM,False,8.79,predicted,25.76,6.5,29.46,3.852,0.648,8419.0,22.14,3.28,27611.0,62620.0,2.27,759,0,,0,0,,,unknown,0.3536,2.27,34.3,47.9,pvout:+0.15|dist_road:+0.31|population:-0.06|slope:-0.20
MY-00696,4.96232,110.22226,Sarawak,Sarawak,7,2,"GSM,LTE",False,11.14,predicted,17.17,4.3,18.83,3.735,0.642,8343.0,21.94,2.439,20347.0,55178.0,2.71,733,1,,0,0,,,unknown,0.3977,2.71,33.4,46.1,pvout:+0.39|dist_road:+0.34|population:+0.14|slope:+0.07
MY-00697,4.70696,110.97287,Sarawak,Sarawak,7,3,GSM,False,16.31,predicted,18.24,3.7,19.74,4.428,0.676,8793.0,23.13,2.512,22084.0,55821.0,2.53,1640,0,14070.0,29,6,10476.0,3594.0,thin,0.4143,2.53,70.9,60.2,pvout:+0.11|dist_road:+0.19|population:-0.10|slope:-0.08
MY-00698,2.9673,112.66029,Sarawak,Sarawak,5,2,"GSM,LTE",False,11.17,predicted,1.98,8.0,2.33,3.727,0.641,8337.0,21.93,1.134,9458.0,43633.0,4.61,1070,1,,0,0,,,unknown,0.5025,4.61,48.8,49.7,pvout:+0.33|dist_road:+0.30|population:-0.20|slope:-0.11
MY-00701,2.75296,103.40488,Perak,Peninsular,7,3,"GSM,LTE",False,9.26,predicted,7.59,2.9,8.07,3.529,0.631,8209.0,21.59,1.588,13039.0,47650.0,3.65,322,0,400.0,37,13,10521.0,-10121.0,thin,0.4531,3.65,14.9,36.3,pvout:+0.40|dist_road:+0.23|population:-0.05|slope:-0.11
MY-00703,4.98957,116.96989,Sabah,Sabah,7,3,"GSM,LTE",False,10.12,predicted,15.59,7.7,18.26,4.075,0.659,8564.0,22.52,2.394,20500.0,54779.0,2.67,557,0,11125.0,36,17,9854.0,1271.0,thin,0.4112,2.67,24.7,46.1,pvout:+0.16|dist_road:+0.18|population:+0.02|slope:-0.07
MY-00704,5.34113,103.7086,Perak,Peninsular,6,3,"GSM,UMTS",True,3.07,osm,6.06,1.7,6.29,4.281,0.669,8698.0,22.87,1.447,12589.0,46403.0,3.69,1639,0,15616.0,23,10,11323.0,4293.0,strong,0.493,3.69,71.7,62.0,pvout:+0.21|dist_road:+0.20|population:-0.19|slope:-0.23
MY-00705,3.08048,109.99077,Sarawak,Sarawak,8,1,GSM,False,17.05,osm,12.61,4.9,13.99,4.167,0.663,8624.0,22.68,2.056,17733.0,51792.0,2.92,1074,0,,0,0,,,unknown,0.4379,2.92,47.4,53.1,pvout:+0.18|dist_road:+0.32|population:+0.20|slope:-0.21
MY-00706,6.9975,118.26594,Sabah,Sabah,6,3,GSM,False,10.3,predicted,17.64,3.8,19.13,4.29,0.669,8703.0,22.89,2.463,21435.0,55390.0,2.58,614,0,,0,0,,,unknown,0.4133,2.58,26.8,49.0,pvout:+0.22|dist_road:+0.23|population:+0.04|slope:-0.01
MY-00707,6.48,117.07738,Sabah,Sabah,1,1,GSM,False,23.66,osm,11.6,1.0,11.87,3.867,0.648,8428.0,22.17,1.889,15917.0,50307.0,3.16,1076,0,,0,0,,,unknown,0.4406,3.16,48.5,51.3,pvout:+0.40|dist_road:+0.08|population:+0.06|slope:-0.07
MY-00709,2.18978,115.00248,Sarawak,Sarawak,1,3,"GSM,UMTS",False,9.34,predicted,28.45,5.7,32.04,4.533,0.682,8861.0,23.31,3.484,30871.0,64426.0,2.09,595,0,400.0,16,5,9353.0,-8953.0,thin,0.3617,2.09,25.5,46.9,pvout:+0.25|dist_road:+0.10|population:+0.12|slope:-0.23
MY-00710,6.71575,116.89915,Sabah,Sabah,3,1,"GSM,LTE",False,9.8,osm,23.44,16.2,31.9,3.442,0.627,8152.0,21.44,3.472,28309.0,64327.0,2.27,157,0,7475.0,33,8,8174.0,-699.0,strong,0.3333,2.27,7.3,34.8,pvout:+0.31|dist_road:+0.25|population:-0.03|slope:+0.10
MY-00712,6.25957,117.35366,Sabah,Sabah,8,2,"GSM,UMTS",True,3.74,osm,19.12,9.1,22.98,4.07,0.658,8560.0,22.51,2.767,23689.0,58085.0,2.45,91,0,4151.0,25,9,8848.0,-4698.0,strong,0.3876,2.45,4.0,35.5,pvout:+0.34|dist_road:+0.21|population:+0.30|slope:+0.04
MY-00713,6.87757,116.50266,Sabah,Sabah,4,3,"GSM,LTE",False,7.29,predicted,7.32,3.3,7.85,4.387,0.674,8767.0,23.06,1.571,13770.0,47494.0,3.45,852,0,12608.0,35,16,10868.0,1740.0,thin,0.4855,3.45,37.0,55.9,pvout:+0.10|dist_road:+0.23|population:+0.09|slope:-0.02
MY-00714,7.37654,115.62743,Sabah,Sabah,3,1,GSM,False,18.95,predicted,3.34,3.3,3.59,3.957,0.653,8487.0,22.32,1.234,10470.0,44510.0,4.25,138,0,,0,0,,,unknown,0.5015,4.25,6.2,35.6,pvout:+0.38|dist_road:+0.20|population:-0.16|slope:-0.08
MY-00716,4.0355,110.74829,Sarawak,Sarawak,2,1,"GSM,LTE",False,7.61,predicted,1.34,16.1,1.82,3.301,0.62,8061.0,21.2,1.094,8816.0,43271.0,4.91,1472,0,23479.0,27,8,10247.0,13233.0,thin,0.4899,4.91,69.4,49.2,pvout:+0.33|dist_road:+0.16|population:-0.19|slope:-0.14
MY-00717,3.40392,102.4416,Terengganu,Peninsular,5,1,"GSM,UMTS",False,11.59,predicted,7.78,1.3,8.0,3.75,0.643,8353.0,21.97,1.583,13220.0,47601.0,3.6,2508,0,11239.0,33,8,11432.0,-192.0,thin,0.4615,3.6,114.2,59.5,pvout:+0.29|dist_road:+0.08|population:-0.01|slope:-0.20
MY-00718,4.36152,114.03886,Sarawak,Sarawak,4,3,GSM,False,21.86,predicted,11.73,0.8,11.92,3.338,0.622,8085.0,21.26,1.893,15304.0,50347.0,3.29,116,0,4464.0,37,17,10096.0,-5632.0,thin,0.4223,3.29,5.5,31.2,pvout:+0.22|dist_road:+0.09|population:-0.15|slope:-0.01
MY-00719,5.42855,116.90089,Sabah,Sabah,1,2,"LTE,NR",False,19.79,predicted,12.1,11.4,15.16,4.134,0.662,8602.0,22.62,2.149,18486.0,52612.0,2.85,307,0,,0,0,,,unknown,0.43,2.85,13.6,41.1,pvout:+0.11|dist_road:+0.10|population:+0.10|slope:-0.23
MY-00720,4.57157,110.16222,Sarawak,Sarawak,5,3,"GSM,LTE",False,5.03,predicted,17.69,9.5,21.42,3.436,0.627,8148.0,21.43,2.644,21543.0,56993.0,2.65,134,0,,0,0,,,unknown,0.376,2.65,6.3,31.9,pvout:+0.06|dist_road:+0.18|population:-0.02|slope:-0.06
